paramHeader,param,LatentClass,est_weighted,est_unit,model,diff,type,class_specific
Thresholds,NPG021$1,3,0.603,0.653,cognition,-0.050000000000000044,threshold,TRUE
Thresholds,NPG023$1,3,1.335,1.337,cognition,-0.0020000000000000018,threshold,TRUE
Thresholds,NPG030$1,3,1.262,1.327,cognition,-0.06499999999999995,threshold,TRUE
Thresholds,NPG040$1,3,0.275,0.363,cognition,-0.08799999999999997,threshold,TRUE
Thresholds,NPG041$1,3,0.503,0.57,cognition,-0.06699999999999995,threshold,TRUE
Thresholds,NPG044$1,3,0.595,0.57,cognition,0.025000000000000022,threshold,TRUE
Thresholds,NPG047$1,3,0.872,0.916,cognition,-0.04400000000000004,threshold,TRUE
Thresholds,NPG050$1,3,0.955,1.053,cognition,-0.09799999999999998,threshold,TRUE
Thresholds,NPG059$1,3,0.718,0.668,cognition,0.04999999999999993,threshold,TRUE
Thresholds,PD102$1,3,-3.14,-2.879,cognition,-0.2610000000000001,threshold,TRUE
Thresholds,PD102$2,3,0.624,0.537,cognition,0.08699999999999997,threshold,TRUE
Residual.Variances,VDLFL1Z,3,0.005,0.005,cognition,0,other,FALSE
Residual.Variances,VDWDIMMZ,3,0.023,0.023,cognition,0,other,FALSE
Residual.Variances,VDWDDELZ,3,0.032,0.032,cognition,0,other,FALSE
Residual.Variances,VDEXF7Z,3,0.02,0.023,cognition,-0.002999999999999999,other,FALSE
Means,CG#1,Categorical.Latent.Variables,1.819,1.819,cognition,0,class logit,TRUE
Means,CG#2,Categorical.Latent.Variables,0.768,0.768,cognition,0,class logit,TRUE
VDWDDELZ.WITH,VDWDIMMZ,1,NA,0.019,cognition,NA,other,FALSE
VDEXF7Z.WITH,VDWDIMMZ,1,NA,0,cognition,NA,other,FALSE
VDEXF7Z.WITH,VDWDDELZ,1,NA,0,cognition,NA,other,FALSE
VDWDDELZ.WITH,VDWDIMMZ,2,NA,0.019,cognition,NA,other,FALSE
VDEXF7Z.WITH,VDWDIMMZ,2,NA,0,cognition,NA,other,FALSE
VDEXF7Z.WITH,VDWDDELZ,2,NA,0,cognition,NA,other,FALSE
VDWDDELZ.WITH,VDWDIMMZ,3,NA,0.019,cognition,NA,other,FALSE
VDEXF7Z.WITH,VDWDIMMZ,3,NA,0,cognition,NA,other,FALSE
VDEXF7Z.WITH,VDWDDELZ,3,NA,0,cognition,NA,other,FALSE
Means,JORM,1,3.074,3.078,jorm,-0.0040000000000000036,mean/intercept,TRUE
Thresholds,NPG014$1,1,1.826,1.812,jorm,0.014000000000000012,threshold,TRUE
Thresholds,NPG021$1,1,2.309,1.812,jorm,0.4970000000000001,threshold,TRUE
Thresholds,NPG023$1,1,2.754,3.314,jorm,-0.56,threshold,TRUE
Thresholds,NPG030$1,1,2.287,2.342,jorm,-0.05500000000000016,threshold,TRUE
Thresholds,NPG040$1,1,1.579,1.335,jorm,0.244,threshold,TRUE
Thresholds,NPG041$1,1,2.57,2.464,jorm,0.10599999999999987,threshold,TRUE
Thresholds,NPG044$1,1,2.232,1.969,jorm,0.2630000000000001,threshold,TRUE
Thresholds,NPG047$1,1,2.445,1.946,jorm,0.4989999999999999,threshold,TRUE
Thresholds,NPG050$1,1,2.471,2.14,jorm,0.33099999999999996,threshold,TRUE
Thresholds,NPG059$1,1,3.716,2.42,jorm,1.2960000000000003,threshold,TRUE
Variances,JORM,1,0.426,0.452,jorm,-0.026000000000000023,other,FALSE
Means,JORM,2,3.666,3.722,jorm,-0.05600000000000005,mean/intercept,TRUE
Thresholds,NPG014$1,2,-0.112,-0.433,jorm,0.321,threshold,TRUE
Thresholds,NPG021$1,2,-0.261,-0.647,jorm,0.386,threshold,TRUE
Thresholds,NPG023$1,2,0.582,0.419,jorm,0.16299999999999998,threshold,TRUE
Thresholds,NPG030$1,2,0.205,-0.067,jorm,0.272,threshold,TRUE
Thresholds,NPG040$1,2,-0.568,-0.693,jorm,0.125,threshold,TRUE
Thresholds,NPG041$1,2,-0.303,-0.624,jorm,0.321,threshold,TRUE
Thresholds,NPG044$1,2,-0.439,-0.827,jorm,0.38799999999999996,threshold,TRUE
Thresholds,NPG047$1,2,0.168,-0.307,jorm,0.475,threshold,TRUE
Thresholds,NPG050$1,2,0.271,0.159,jorm,0.11200000000000002,threshold,TRUE
Thresholds,NPG059$1,2,-0.036,-0.336,jorm,0.30000000000000004,threshold,TRUE
Variances,JORM,2,0.426,0.452,jorm,-0.026000000000000023,other,FALSE
Means,JORM,3,4.186,4.198,jorm,-0.012000000000000455,mean/intercept,TRUE
Thresholds,NPG014$1,3,-0.863,-0.76,jorm,-0.10299999999999998,threshold,TRUE
Thresholds,NPG021$1,3,-1.138,-1.204,jorm,0.06600000000000006,threshold,TRUE
Thresholds,NPG023$1,3,0.096,0.043,jorm,0.053000000000000005,threshold,TRUE
Thresholds,NPG030$1,3,0.05,0.178,jorm,-0.128,threshold,TRUE
Thresholds,NPG040$1,3,-2.105,-2.005,jorm,-0.10000000000000009,threshold,TRUE
Thresholds,NPG041$1,3,-1.808,-1.589,jorm,-0.21900000000000008,threshold,TRUE
Thresholds,NPG044$1,3,-1.401,-1.526,jorm,0.125,threshold,TRUE
Thresholds,NPG047$1,3,-1.321,-1.17,jorm,-0.15100000000000002,threshold,TRUE
Thresholds,NPG050$1,3,-0.718,-0.677,jorm,-0.040999999999999925,threshold,TRUE
Thresholds,NPG059$1,3,-1.651,-1.846,jorm,0.19500000000000006,threshold,TRUE
Variances,JORM,3,0.426,0.452,jorm,-0.026000000000000023,other,FALSE
Means,CG#1,Categorical.Latent.Variables,-0.479,-0.479,jorm,0,class logit,TRUE
Means,CG#2,Categorical.Latent.Variables,-0.363,-0.363,jorm,0,class logit,TRUE
